Wavelength,OSRAM Tester Blue,OSRAM Tester Green,OSRAM Tester Orange,OSRAM Tester Red,OSRAM Tester White,OSRAM Tester Yellow,TCP Amber 1W,TCP Green 1W,TCP Red 1W,This data is licensed from the f.luxometer project (https://fluxometer.com/) and f.lux Software LLC by CC-Attribution: https://creativecommons.org/licenses/by/4.0/
350,3.57e-8,1.19613e-7,8.330000000000001e-8,2.9200000000000003e-8,4.38e-8,1.2371e-7,3.1399999999999997e-8,2.41e-8,1.84e-9
351,6.15e-8,1.16159e-7,5.25e-8,2.81e-8,7.1e-8,1.4268199999999998e-7,1.4177e-8,9.42e-9,1.2300000000000001e-8
352,3.78e-8,1.1563100000000001e-7,4.87e-8,2.11e-8,8.150000000000001e-8,1.53789e-7,2.3043e-8,5.25e-9,3.59e-9
353,5.0982e-8,1.19943e-7,5.1e-8,2.4300000000000003e-8,7.79e-8,1.44773e-7,3.4175e-8,5.81e-9,1.1800000000000001e-8
354,9.8e-8,1.22063e-7,4.7800000000000005e-8,3.1399999999999997e-8,7.03e-8,1.22074e-7,2.87e-8,3.46e-8,1.6775000000000003e-8
355,5.13e-8,1.03926e-7,4.7e-8,6.860000000000001e-9,7.229999999999999e-8,1.15388e-7,1.61e-9,3.32e-8,1.0499999999999999e-9
356,6.06e-8,9.25e-8,6.45e-8,1.4e-8,6.59e-8,1.06487e-7,7.79e-9,1.7662000000000003e-8,6.26e-9
357,8.02e-8,9.7e-8,8.47e-8,3.5200000000000004e-8,6.25e-8,1.04817e-7,2.81e-8,1.7e-8,1.5400000000000002e-8
358,5.49e-8,1.13217e-7,8.683400000000001e-8,4.0500000000000005e-8,6.9e-8,1.17569e-7,3.2819e-8,3.89e-8,3.84e-8
359,5.8e-8,1.08631e-7,5.35e-8,2.7e-8,5.55e-8,1.26438e-7,1.79e-8,6.6e-9,1.78e-8
360,6.415700000000001e-8,1.1852200000000001e-7,4.6699999999999995e-8,7.34e-9,3.71e-8,1.19207e-7,1.48e-8,7.11e-9,6.99e-10
361,7.03e-8,1.26633e-7,6.39e-8,4.2100000000000005e-10,3.6000000000000005e-8,1.00058e-7,2.4064e-8,5.27e-9,1.05e-10
362,8.56e-8,9.280000000000001e-8,6.320000000000001e-8,1.99e-8,6.97e-8,8.73e-8,2.5732000000000002e-8,8.65e-9,3.1e-9
363,8.3759e-8,1.12145e-7,9.57e-8,3.0002e-8,5.62e-8,1.18794e-7,2.7563e-8,1.81e-8,2.32e-9
364,6.880000000000001e-8,1.33089e-7,7.88e-8,3.6100000000000006e-8,5.5109e-8,1.38696e-7,1.97e-8,2.64e-8,3.32e-10
365,5.71e-8,1.28432e-7,2.458e-9,4.1100000000000004e-8,9.08e-8,1.20889e-7,6.12e-9,2.4199999999999998e-8,1.41e-8
366,8.46e-8,1.61161e-7,3.15e-8,2.8300000000000002e-8,7.79e-8,1.20544e-7,2.34e-8,9.83e-10,1.78e-8
367,7.64e-8,1.59784e-7,5.37e-8,2.04e-8,9.63e-8,1.33381e-7,3.02e-8,2e-9,7.96e-9
368,5.49e-8,1.3151e-7,6.95e-8,6.94e-9,1.1195200000000001e-7,1.4030800000000001e-7,2.62e-8,2.03e-8,4.04e-9
369,6.96e-8,1.16008e-7,1.04867e-7,2.23e-8,7.49e-8,1.24762e-7,2.55e-8,2.9e-8,5.51e-9
370,1.0120400000000001e-7,1.55998e-7,9.62e-8,7.48e-9,9.63e-8,1.2627e-7,3.34e-8,1.9e-8,1.9066999999999998e-8
371,9.94e-8,1.7314699999999998e-7,6.96e-8,2.17e-8,1.0663100000000001e-7,1.49153e-7,3.4557e-8,7.19e-9,8.38e-9
372,7.45e-8,1.51027e-7,5.2666e-8,3.92e-8,8.319500000000001e-8,1.80674e-7,2.3900000000000002e-8,7.710000000000001e-9,1.45e-8
373,1.0849499999999999e-7,1.5534500000000002e-7,6.609999999999999e-8,3.2048000000000003e-8,7.1632e-8,1.9219e-7,9.63e-9,2.7900000000000002e-8,2.08e-8
374,1.06399e-7,1.80802e-7,6.550000000000001e-8,9.96e-9,8.660000000000001e-8,1.60928e-7,6.0499999999999996e-9,2.07e-8,5.0900000000000004e-9
375,9.050000000000001e-8,1.9151699999999998e-7,5.7182999999999997e-8,2.4099999999999997e-9,1.13812e-7,1.38755e-7,2.16e-8,1.67e-8,2.6827e-8
376,9.55e-8,1.64115e-7,6.279999999999999e-8,2.58e-8,1.31867e-7,1.67638e-7,4.93e-8,4.1699999999999996e-8,2.4e-8
377,8.569999999999999e-8,1.4672e-7,1.15275e-7,3.6000000000000005e-8,1.2798900000000002e-7,1.80242e-7,3.71e-8,2.96e-8,1.42e-8
378,1.07604e-7,1.7396e-7,1.23401e-7,3.93e-8,1.26834e-7,2.16723e-7,2.8790000000000002e-8,1.45e-8,8.590000000000001e-9
379,1.40896e-7,1.9930300000000002e-7,7.63e-8,2.4600000000000002e-8,1.3195200000000002e-7,2.42996e-7,3.1600000000000005e-8,1.43e-8,8.38e-9
